"SampleID",SampleType,SampleSource,Host/SampleName,CollectionDate,CollectorName,CollectionMethod,CollectionDepth_cm,Latitude,Longitude,Elevation,DNAExtractionProtocol,ExtractorName,ExtractionDate,FwdPrimer,RevPrimer,AmplicationDate,LibraryPrepDate,DNAConcentration [ng/uL],LibraryMethod,FwdBarcode,RevBarcode,Library-Run_Name,SampleDescription,Project_Name,Plate,PlateLocation,SequencingRun_Name,Burned,BurnYear,Diet,ActivityLevel,Age,Gender,Ethnicity,WeeklyChewTobacco,WeeklyAlcohol,WeeklyCigarettes,WeeklyVape,WeeklyDrugs
"WS-17-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23505753,36.06641482,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A501,i7_B711,,Woolsey_Wet_Prairie_WS_17.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-17-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23490107,36.06634299,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A502,i7_B711,,Woolsey_Wet_Prairie_WS_17.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-17-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23488512,36.0662518,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A503,i7_B711,,Woolsey_Wet_Prairie_WS_17.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-17-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23500793,36.06633611,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A504,i7_B711,,Woolsey_Wet_Prairie_WS_17.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-17-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23498035,36.06630318,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A505,i7_B711,,Woolsey_Wet_Prairie_WS_17.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-18-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23524018,36.06640375,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A506,i7_B711,,Woolsey_Wet_Prairie_WS_18.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-18-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23519207,36.06636808,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A507,i7_B711,,Woolsey_Wet_Prairie_WS_18.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-18-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23511027,36.06628124,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A508,i7_B711,,Woolsey_Wet_Prairie_WS_18.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-18-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23526584,36.06625308,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A501,i7_B712,,Woolsey_Wet_Prairie_WS_18.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-18-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23536134,36.06626235,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A502,i7_B712,,Woolsey_Wet_Prairie_WS_18.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-19-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23541389,36.06614615,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A503,i7_B712,,Woolsey_Wet_Prairie_WS_19.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-19-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23530548,36.06619787,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A504,i7_B712,,Woolsey_Wet_Prairie_WS_19.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-19-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23530077,36.06613193,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A505,i7_B712,,Woolsey_Wet_Prairie_WS_19.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-19-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23524269,36.06614544,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A506,i7_B712,,Woolsey_Wet_Prairie_WS_19.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-19-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23518952,36.06619325,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A507,i7_B712,,Woolsey_Wet_Prairie_WS_19.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-20-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.2350249,36.06626146,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A508,i7_B712,,Woolsey_Wet_Prairie_WS_20.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-20-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23504387,36.06619542,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S502,i7_B701,,Woolsey_Wet_Prairie_WS_20.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-20-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23496003,36.06620069,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S503,i7_B701,,Woolsey_Wet_Prairie_WS_20.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-20-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23488164,36.0661488,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S505,i7_B701,,Woolsey_Wet_Prairie_WS_20.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-20-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23488393,36.06609202,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S507,i7_B701,,Woolsey_Wet_Prairie_WS_20.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-21-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23499679,36.06608529,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S508,i7_B701,,Woolsey_Wet_Prairie_WS_21.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-21-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23508489,36.06608139,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S510,i7_B701,,Woolsey_Wet_Prairie_WS_21.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-21-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23520215,36.06606681,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S511,i7_B701,,Woolsey_Wet_Prairie_WS_21.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-21-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23532538,36.06605252,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S513,i7_B701,,Woolsey_Wet_Prairie_WS_21.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-21-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23538361,36.0660233,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S502,i7_B702,,Woolsey_Wet_Prairie_WS_21.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-22-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23544998,36.06597075,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S503,i7_B702,,Woolsey_Wet_Prairie_WS_22.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-22-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23523474,36.06594518,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S505,i7_B702,,Woolsey_Wet_Prairie_WS_22.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-22-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23522501,36.06591877,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S507,i7_B702,,Woolsey_Wet_Prairie_WS_22.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-22-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23540086,36.0658765,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S508,i7_B702,,Woolsey_Wet_Prairie_WS_22.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-22-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23543799,36.065878,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S510,i7_B702,,Woolsey_Wet_Prairie_WS_22.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-23-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.2350706,36.06603183,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S511,i7_B702,,Woolsey_Wet_Prairie_WS_23.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-23-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23511543,36.06599576,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S513,i7_B702,,Woolsey_Wet_Prairie_WS_23.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-23-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23506129,36.06590671,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S502,i7_B703,,Woolsey_Wet_Prairie_WS_23.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-23-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23491222,36.06597581,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S503,i7_B703,,Woolsey_Wet_Prairie_WS_23.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-23-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23496005,36.06587482,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S505,i7_B703,,Woolsey_Wet_Prairie_WS_23.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-24-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23543992,36.065692,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S507,i7_B703,,Woolsey_Wet_Prairie_WS_24.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-24-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23536884,36.06582329,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S508,i7_B703,,Woolsey_Wet_Prairie_WS_24.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-24-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23530766,36.06571572,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S510,i7_B703,,Woolsey_Wet_Prairie_WS_24.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-24-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23530329,36.06568399,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S511,i7_B703,,Woolsey_Wet_Prairie_WS_24.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-24-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23525672,36.06562315,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S513,i7_B703,,Woolsey_Wet_Prairie_WS_24.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-25-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23518216,36.06587132,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S502,i7_B704,,Woolsey_Wet_Prairie_WS_25.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-25-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23521968,36.06582204,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S503,i7_B704,,Woolsey_Wet_Prairie_WS_25.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-25-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23510162,36.06577288,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S505,i7_B704,,Woolsey_Wet_Prairie_WS_25.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-25-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23517643,36.06575241,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S507,i7_B704,,Woolsey_Wet_Prairie_WS_25.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-25-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23513373,36.06570149,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S508,i7_B704,,Woolsey_Wet_Prairie_WS_25.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-26-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23502837,36.06571671,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S510,i7_B704,,Woolsey_Wet_Prairie_WS_26.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-26-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23500762,36.06571616,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S511,i7_B704,,Woolsey_Wet_Prairie_WS_26.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-26-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.2348702,36.0658829,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S513,i7_B704,,Woolsey_Wet_Prairie_WS_26.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-26-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23483268,36.06575448,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S502,i7_B705,,Woolsey_Wet_Prairie_WS_26.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-26-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23483845,36.06566475,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S503,i7_B705,,Woolsey_Wet_Prairie_WS_26.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
